Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day
69,Doohee Kang (KOR),F,CWTB,,00:00,30 m,30 m,WHITE,30.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
70,Seo Yeon Jeon (KOR),F,CWTB,,00:00,33 m,24 m,YELLOW,14.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
71,Hong Jun Choi (KOR),M,CWTB,,00:00,20 m,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
72,Park Jihye (KOR),F,CWTB,,00:00,25 m,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
73,Park Jihye (KOR),F,CWTB,,00:00,25 m,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
74,Park Jihye (KOR),F,CWTB,,00:00,25 m,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
75,Arim Lee (KOR),F,CWTB,,00:00,21 m,21 m,WHITE,21.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
76,Jaehwan Ha (KOR),M,CWTB,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
77,Kiwon Ho (KOR),M,CWTB,,00:00,25 m,23 m,RED,0.0,"No tag,rp<ap,dqairways",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
78,Mooho Jo (KOR),M,CWTB,,00:00,35 m,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
79,Hyunuk Jung (KOR),M,CWTB,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
80,Changmo Kim (KOR),M,CWTB,,00:00,40 m,14 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
81,Hyuksung Kwon (KOR),M,CWTB,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
82,Dohwan Lee (KOR),M,CWTB,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
83,Jaejun Lee (KOR),M,CWTB,,00:00,26 m,26 m,WHITE,26.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
84,Sungha Park (KOR),M,CNF,,00:00,30 m,30 m,WHITE,30.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
85,Gyusik Choi (KOR),M,CNF,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
86,Gimun Kwak (KOR),M,CNF,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
87,Youngcheol Song (KOR),M,CNF,,00:00,23 m,23 m,WHITE,23.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
88,Sungjin Gwak (KOR),M,CNF,,00:00,21 m,21 m,WHITE,21.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
89,Kyeongjin Hwang (KOR),F,CNF,,00:00,20 m,20 m,WHITE,20.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
90,Soobeen Jung (KOR),F,CNF,,00:00,30 m,30 m,RED,0.0,Dqairways,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
91,Sangwon Yoon (KOR),M,CNF,,00:00,40 m,33 m,YELLOW,25.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
92,Taein Kim (KOR),M,CNF,,00:00,40 m,40 m,RED,0.0,Dqbo-surface,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
93,Philyoung Lee (KOR),M,CNF,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
94,Youngtae Kim (KOR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
95,Hyeonsoo Kim (KOR),M,FIM,,00:00,30 m,26 m,YELLOW,21.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
96,Jahyun Eom (KOR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
97,Jahyun Eom (KOR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
98,Yong-Cheol Hwang (KOR),M,FIM,,00:00,31 m,31 m,WHITE,31.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
99,Dae Jong Noh (KOR),M,FIM,,00:00,35 m,28 m,YELLOW,20.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
100,Geeyoon Kang (KOR),F,FIM,,00:00,25 m,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
101,Jeongho Park (KOR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
102,Kyoungmi Choi (KOR),F,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
103,Minseok Lee (KOR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
104,Juhui Kim (KOR),F,FIM,,00:00,35 m,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
105,Kunsu Kim (KOR),M,FIM,,00:00,25 m,20 m,YELLOW,14.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
106,Hyunshuk Youn (KOR),M,FIM,,00:00,35 m,31 m,YELLOW,26.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
107,Jaekwang Kim (KOR),M,FIM,,00:00,32 m,16 m,YELLOW,0.0,"Dqairways,no tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
108,Seulgi Gu (KOR),F,FIM,,00:00,23 m,23 m,WHITE,23.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
109,Jiwon Min (KOR),F,FIM,,00:00,21 m,21 m,WHITE,21.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
110,Uisong Yang (KOR),F,FIM,,00:00,30 m,22 m,YELLOW,13.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
111,Suyong Park (KOR),M,FIM,,00:00,27 m,3 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
112,Seonwoo Hwang (KOR),M,FIM,,00:00,40 m,40 m,RED,0.0,Dqairways,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
113,Mingyu Jeon (KOR),M,FIM,,00:00,25 m,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
114,Yuan Gwon (KOR),F,FIM,,00:00,25 m,13 m,YELLOW,0.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
115,Seung Jin Lee (KOR),M,FIM,,00:00,15 m,12 m,YELLOW,8.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
116,Sunyoung Yun (KOR),F,FIM,,00:00,12 m,12 m,WHITE,12.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
117,Jungsun Hwang (KOR),F,FIM,,00:00,15 m,15 m,WHITE,15.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
118,Sun Mi Kim (KOR),F,FIM,,00:00,34 m,28 m,YELLOW,21.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
119,Kang Dongkyun (KOR),M,FIM,,00:00,40 m,37 m,YELLOW,33.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
120,Arim Kim (KOR),F,FIM,,00:00,10 m,10 m,WHITE,10.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
121,Taero Lee (KOR),M,FIM,,00:00,16 m,16 m,WHITE,16.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
122,Jaewook Shin (KOR),M,FIM,,00:00,35 m,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
123,Yi Kyeong Kim (KOR),F,FIM,,00:00,35 m,35 m,WHITE,35.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
124,Eunhye Jang (KOR),F,FIM,,00:00,40 m,40 m,RED,0.0,Dqbo-surface,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
125,Song A Chae (KOR),F,FIM,,00:00,31 m,25 m,RED,0.0,"No tag,rp<ap,dqsp",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
126,Songe Kim (KOR),F,FIM,,00:00,30 m,24 m,RED,0.0,"No tag,rp<ap,dqairways",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
127,Se Jeong Yang (KOR),M,FIM,,00:00,25 m,18 m,YELLOW,10.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
128,Hyojeong Kim (KOR),F,FIM,,00:00,20 m,20 m,RED,0.0,Dqsp,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
129,Seung Woo Jeon (KOR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
130,Sangho Moon (KOR),M,FIM,,00:00,40 m,40 m,WHITE,0.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
131,Yongju Lee (KOR),F,CWT,,00:00,40 m,40 m,WHITE,40.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
132,Heebeom Park (KOR),M,CWTB,,00:00,25 m,25 m,RED,0.0,Dqsp,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
133,Heonjeong Kim (KOR),M,CWTB,,00:00,25 m,25 m,WHITE,25.0,Ok,4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
134,Eunjoo Ko (KOR),F,FIM,,00:00,40 m,38 m,YELLOW,35.0,"No tag,rp<ap",4th Freediving 815 AIDA Depth Competition,Depth Competition,2020-08-15
1,Natalia Domashenko (RUS),F,CWT,,00:00,47 m,47 m,WHITE,47.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
2,Irina Mordvintseva (RUS),F,CWTB,,00:00,30 m,30 m,WHITE,30.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
3,Tatjana Skobo (HRV),F,CWTB,,00:00,38 m,38 m,WHITE,38.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
4,Natalia Domashenko (RUS),F,CWTB,,00:00,45 m,45 m,WHITE,45.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
5,Anthony Wagner (DEU),M,CWTB,,00:00,58 m,16 m,YELLOW,0.0,"No tag,rp<ap",AIDA rehearsal competition,Depth Competition,2020-09-01
6,David Granjon (FRA),M,CWTB,,00:00,45 m,45 m,WHITE,45.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
7,Vedran Mrvoš (HRV),M,CWTB,,00:00,50 m,50 m,WHITE,50.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
8,Tatjana Skobo (HRV),F,CNF,,00:00,32 m,32 m,WHITE,32.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
9,Anthony Wagner (DEU),M,CNF,,00:00,49 m,41 m,RED,0.0,"No tag,rp<ap,dqother",AIDA rehearsal competition,Depth Competition,2020-09-01
10,Simon Kleinhans (DEU),M,FIM,,00:00,25 m,25 m,WHITE,25.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
11,Irina Mordvintseva (RUS),F,FIM,,00:00,30 m,26 m,YELLOW,21.0,No tag,AIDA rehearsal competition,Depth Competition,2020-09-01
12,Vladimir Soic (HRV),M,FIM,,00:00,45 m,45 m,WHITE,45.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
13,Petar Klovar (HRV),M,FIM,,00:00,100 m,82 m,YELLOW,63.0,"No tag,rp<ap",AIDA rehearsal competition,Depth Competition,2020-09-01
14,Ana Petkovic (HRV),F,FIM,,00:00,13 m,13 m,WHITE,13.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
15,David Granjon (FRA),M,FIM,,00:00,55 m,55 m,WHITE,55.0,Ok,AIDA rehearsal competition,Depth Competition,2020-09-01
1,Marie-Eve Potvin (CAN),F,CWTB,1.0,19:45,20 m,20 m,WHITE,20.0,Ok,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
2,Marie-Helene Dumais (CAN),F,CWTB,1.0,19:55,22 m,22 m,RED,0.0,Dqsp,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
3,Irene Marcoux (CAN),F,CWTB,1.0,20:05,22 m,22 m,WHITE,22.0,Ok,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
4,Eric Almanza (CAN),M,CWTB,1.0,20:15,25 m,25 m,WHITE,25.0,Ok,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
5,Sylvain Desaulniers (CAN),M,CWTB,1.0,20:25,36 m,36 m,WHITE,36.0,Ok,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
6,Andrew Ryzebol (CAN),M,CWTB,1.0,20:35,63 m,63 m,WHITE,63.0,Ok,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
7,Nathalie Rémillard (CAN),F,FIM,1.0,20:45,30 m,30 m,WHITE,30.0,Ok,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
8,Daniel Archambault (CAN),M,FIM,1.0,20:55,31 m,31 m,WHITE,31.0,Ok,AIDA EPREUVE SPECIALE INDIVIDUELLE APNEACITY 2020,Depth Competition,2020-09-26
1,Vladimir Soic (HRV),M,FIM,,00:00,50 m,42 m,YELLOW,33.0,"No tag,rp<ap",AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
2,Zoran Nebic (HRV),M,FIM,,00:00,15 m,11 m,YELLOW,6.0,"No tag,rp<ap",AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
3,Petar Klovar (HRV),M,CNF,,00:00,70 m,63 m,YELLOW,55.0,"No tag,rp<ap",AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
4,Vitomir Maričić (HRV),M,CNF,,00:00,70 m,70 m,WHITE,70.0,Ok,AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
5,Vedran Mrvoš (HRV),M,CNF,,00:00,35 m,28 m,YELLOW,20.0,"No tag,rp<ap",AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
6,Martin Žagar (HRV),M,CNF,,00:00,20 m,20 m,WHITE,20.0,Ok,AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
7,Vladimir Soic (HRV),M,CNF,,00:00,27 m,27 m,WHITE,27.0,Ok,AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
8,Miloš Ivačković (SRB),M,CWTB,,00:00,35 m,35 m,WHITE,35.0,Ok,AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
9,Jakov Misurac (HRV),M,CWTB,,00:00,12 m,12 m,WHITE,12.0,Ok,AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
10,Ana Petkovic (HRV),F,CWTB,,00:00,12 m,12 m,WHITE,12.0,Ok,AIDA Adriatic depth comp chill out,Depth Competition,2020-09-14
1,Jennifer Wendland (DEU),F,FIM,,00:00,85 m,85 m,WHITE,85.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
2,Michel Filinis2 (BRA),M,FIM,,00:00,58 m,58 m,WHITE,58.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
3,Thibault Guignes (FRA),M,FIM,,00:00,100 m,100 m,WHITE,100.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
4,Ken Kiriyama (JPN),M,CWTB,,00:00,76 m,69 m,YELLOW,61.0,No tag,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
5,Fayrouz El Mehdawi (GRC),F,CWTB,,00:00,61 m,53 m,YELLOW,44.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
6,Florian Burghardt (CHE),M,CWT,,00:00,75 m,75 m,WHITE,75.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
7,Borislav Tonchev (BGR),M,CWT,,00:00,55 m,55 m,RED,0.0,Dqother,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
8,Peter Balck (SWE),M,CWT,,00:00,81 m,81 m,WHITE,81.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
9,Nicole Edensbo (SWE),F,CWT,,00:00,88 m,88 m,WHITE,88.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
10,Christos Karelos (GRC),M,CWT,,00:00,110 m,110 m,WHITE,110.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
11,Tomas Schiffer (SWE),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
12,Eleni Akritopoulou (GRC),F,CWTB,,00:00,55 m,55 m,WHITE,55.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
13,Alice Modolo (FRA),F,CWT,,00:00,75 m,75 m,WHITE,75.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-20
1,Ken Kiriyama (JPN),M,CNF,,00:00,56 m,56 m,WHITE,56.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
2,Marianna Gillespie (FRA),F,FIM,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
3,Michel Filinis2 (BRA),M,FIM,,00:00,61 m,61 m,WHITE,61.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
4,Thibault Guignes (FRA),M,FIM,,00:00,110 m,91 m,YELLOW,71.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
5,Florian Burghardt (CHE),M,CWT,,00:00,80 m,71 m,YELLOW,61.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
6,Jennifer Wendland (DEU),F,CWT,,00:00,88 m,88 m,WHITE,88.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
7,Peter Balck (SWE),M,CWT,,00:00,86 m,32 m,YELLOW,0.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
8,Dean Chipolina (GBR),M,CWT,,00:00,90 m,90 m,WHITE,90.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
9,Tomas Schiffer (SWE),M,CWT,,00:00,85 m,83 m,YELLOW,80.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
10,Borislav Tonchev (BGR),M,CWTB,,00:00,60 m,37 m,YELLOW,13.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
11,Xavier Daru (FRA),M,CWTB,,00:00,70 m,58 m,YELLOW,45.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
12,Alice Modolo (FRA),F,CWT,,00:00,85 m,85 m,WHITE,85.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-21
1,Borislav Tonchev (BGR),M,CWT,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-22
2,Peter Balck (SWE),M,CWT,,00:00,86 m,86 m,WHITE,86.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-22
3,Ken Kiriyama (JPN),M,CWTB,,00:00,71 m,71 m,WHITE,71.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-22
4,Michel Filinis2 (BRA),M,FIM,,00:00,65 m,57 m,YELLOW,48.0,No tag,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-22
5,Thibault Guignes (FRA),M,FIM,,00:00,110 m,73 m,YELLOW,35.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-22
1,Jennifer Wendland (DEU),F,CWTB,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-23
2,Ken Kiriyama (JPN),M,CNF,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-23
3,Thibault Guignes (FRA),M,FIM,,00:00,110 m,110 m,WHITE,110.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-23
4,Florian Burghardt (CHE),M,CWT,,00:00,80 m,65 m,YELLOW,49.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-23
5,Peter Balck (SWE),M,CWT,,00:00,87 m,87 m,WHITE,87.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-23
6,Tomas Schiffer (SWE),M,CWT,,00:00,87 m,83 m,YELLOW,78.0,"No tag,rp<ap",AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-23
7,Alice Modolo (FRA),F,CWT,,00:00,88 m,88 m,WHITE,88.0,Ok,AIDA Triton Cup Reloaded (WR Status),Depth Competition,2020-09-23
1,David Tranfield (GBR),M,FIM,,00:00,70 m,57 m,YELLOW,43.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
2,Jens Stoetzner (DEU),M,CWT,,00:00,81 m,68 m,YELLOW,54.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
3,Jennifer Wendland (DEU),F,CWT,,00:00,93 m,88 m,YELLOW,82.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
4,Nicole Edensbo (SWE),F,CWTB,,00:00,75 m,75 m,WHITE,75.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
5,Arnd Steckenborn (DEU),M,CWTB,,00:00,61 m,61 m,WHITE,61.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
6,Xavier Daru (FRA),M,CWTB,,00:00,74 m,74 m,WHITE,74.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
7,Christos Karelos (GRC),M,CWTB,,00:00,103 m,103 m NR,WHITE,103.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
8,Fayrouz El Mehdawi (GRC),F,CWTB,,00:00,63 m,63 m,WHITE,63.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
9,Cornelius Friesendorf (DEU),M,CWTB,,00:00,67 m,67 m,WHITE,67.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
10,Eleni Akritopoulou (GRC),F,CWTB,,00:00,58 m,45 m,YELLOW,31.0,No tag,Triton Cup Trinity  AIDA,Depth Competition,2020-10-14
1,Arnd Steckenborn (DEU),M,CWT,,00:00,74 m,74 m,WHITE,74.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-15
2,Thibault Guignes (FRA),M,FIM,,00:00,112 m,95 m,YELLOW,77.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-15
3,Jennifer Wendland (DEU),F,FIM,,00:00,88 m,88 m NR,WHITE,88.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-15
4,David Tranfield (GBR),M,FIM,,00:00,70 m,55 m,YELLOW,39.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-15
5,Jens Stoetzner (DEU),M,CWTB,,00:00,70 m,70 m,WHITE,70.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-15
6,Cornelius Friesendorf (DEU),M,CWTB,,00:00,70 m,70 m,WHITE,70.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-15
1,Soeren Schenk (DEU),M,FIM,,00:00,53 m,53 m,WHITE,53.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-16
2,Aris Ioannidis (GRC),M,CWTB,,00:00,54 m,51 m,YELLOW,47.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-16
3,Arnd Steckenborn (DEU),M,CWTB,,00:00,66 m,66 m,WHITE,66.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-16
4,Jens Stoetzner (DEU),M,CNF,,00:00,61 m,61 m,WHITE,61.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-16
1,Fayrouz El Mehdawi (GRC),F,CWTB,,00:00,66 m,60 m,RED,0.0,"No tag,rp<ap,dqother",Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
2,Anna-Karina Schmitt (DEU),F,CWTB,,00:00,59 m,59 m,WHITE,59.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
3,Thibault Guignes (FRA),M,FIM,,00:00,112 m,40 m,YELLOW,0.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
4,Soeren Schenk (DEU),M,FIM,,00:00,56 m,48 m,YELLOW,39.0,No tag,Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
5,Aris Ioannidis (GRC),M,CNF,,00:00,51 m,51 m,WHITE,51.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
6,David Tranfield (GBR),M,CNF,,00:00,50 m,50 m,WHITE,50.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
7,Arnd Steckenborn (DEU),M,CWT,,00:00,77 m,72 m,YELLOW,66.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
8,Jens Stoetzner (DEU),M,CWT,,00:00,81 m,81 m,WHITE,81.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
9,Jennifer Wendland (DEU),F,CWT,,00:00,90 m,90 m,WHITE,90.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
10,Christos Karelos (GRC),M,CWT,,00:00,114 m,114 m,WHITE,114.0,Ok,Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
