Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day
11,Cornelius Friesendorf (DEU),M,CWT,,00:00,78 m,72 m,YELLOW,65.0,"No tag,rp<ap",Triton Cup Trinity  AIDA,Depth Competition,2020-10-17
1,Eunjung Park (KOR),F,FIM,1.0,16:00,48 m,39 m,YELLOW,29.0,"No tag,rp<ap",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
2,Seongeun Kim (KOR),F,FIM,1.0,16:10,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
3,Jaeyoung Kim (KOR),M,FIM,1.0,16:20,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
4,Kyunghwan Oh (KOR),M,FIM,1.0,16:30,45 m,45 m,WHITE,45.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
5,Sunkyoung Lee (KOR),F,FIM,1.0,16:40,36 m,36 m,WHITE,36.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
6,Philyoung Lee (KOR),M,FIM,1.0,16:50,60 m,49 m,YELLOW,37.0,"No tag,rp<ap",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
7,Jeongho Park (KOR),M,FIM,1.0,17:00,45 m,45 m,WHITE,45.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
8,Seungjae Kim (KOR),M,FIM,1.0,17:10,50 m,48 m,RED,0.0,"No tag,rp<ap,dqsp",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
9,Hyunjai Jeong (KOR),M,FIM,1.0,17:20,43 m,43 m,WHITE,43.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
10,Taein Kim (KOR),M,FIM,1.0,17:30,43 m,40 m,RED,0.0,"No tag,rp<ap,dqsp",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
11,Kyunghun Kim (KOR),M,FIM,1.0,17:40,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
12,Jiyeon Kim (KOR),F,FIM,1.0,17:50,10 m,10 m,WHITE,10.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
13,Youngwoo Park (KOR),F,FIM,1.0,18:00,30 m,30 m,WHITE,30.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
14,Youngsoo Kang (KOR),M,FIM,1.0,18:10,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
15,Sangwan Jeong (KOR),M,FIM,1.0,18:20,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
16,Seulkee Han (KOR),M,FIM,1.0,18:30,55 m,55 m,WHITE,55.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
17,Donghyeong Kim (KOR),M,FIM,1.0,18:40,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
18,Sungwoo Jeong (KOR),M,FIM,1.0,18:50,30 m,30 m,WHITE,30.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
19,Seung Ah Chang (KOR),F,CWTB,1.0,19:00,42 m,40 m,YELLOW,37.0,"No tag,rp<ap",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
20,Hyunbong Park (KOR),M,CWTB,1.0,19:10,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
21,Mijeong Kim (KOR),F,CWTB,1.0,19:20,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
22,Sungwon Jo (KOR),M,CWTB,1.0,19:30,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
23,Jeongseon Kim (KOR),F,CWTB,1.0,19:40,52 m,52 m,WHITE,52.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
24,Gimun Kwak (KOR),M,CWTB,1.0,19:50,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
25,Jaehwan Ha (KOR),M,CWTB,1.0,20:00,52 m,51 m,RED,0.0,"No tag,rp<ap,dqairways",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
26,Eunjoo Ko (KOR),F,CWTB,1.0,20:10,43 m,43 m,WHITE,43.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
27,Heechan Kim (KOR),M,CWTB,1.0,20:20,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
28,Heejeong Park (KOR),F,CWTB,1.0,20:30,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
29,Hyemin Kim (KOR),F,CWTB,1.0,20:40,46 m,46 m,WHITE,46.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
30,Jung A Kim (KOR),F,CWTB,1.0,20:50,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
31,Eunjoo Lee (KOR),F,CWTB,1.0,21:00,30 m,29 m,RED,0.0,"No tag,rp<ap,dqbo-uw",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
32,Choongkwon Ko (KOR),M,CWTB,1.0,21:10,60 m,54 m,YELLOW,47.0,"No tag,rp<ap",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
33,Byung-Won Choi (KOR),M,CWTB,1.0,21:20,36 m,36 m,WHITE,36.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
34,Dabin Jegal (KOR),F,CWTB,1.0,21:30,31 m,31 m,WHITE,31.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
35,Seungsuk Lee (KOR),M,CWTB,1.0,21:40,35 m,35 m,WHITE,35.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
36,Seulgee Lee (KOR),F,CWTB,1.0,21:50,30 m,30 m,RED,0.0,Dqsp,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
37,Yunam Cha (KOR),M,CWTB,1.0,22:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
38,Soobeen Jung (KOR),F,CWT,1.0,22:10,32 m,32 m,RED,0.0,Dqsp,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-24
1,Seulkee Han (KOR),M,CWTB,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
2,Donghyeong Kim (KOR),M,CWTB,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
3,Sungwoo Jeong (KOR),M,CWTB,,00:00,30 m,30 m,WHITE,30.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
4,Seung Ah Chang (KOR),F,CWTB,,00:00,42 m,42 m,WHITE,42.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
5,Jaeyoung Kim (KOR),M,CWTB,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
6,Jeongseon Kim (KOR),F,CWTB,,00:00,56 m,56 m,YELLOW,46.0,Other,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
7,Kyunghwan Oh (KOR),M,CWTB,,00:00,51 m,51 m,WHITE,51.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
8,Philyoung Lee (KOR),M,CWTB,,00:00,60 m,60 m,RED,0.0,Dqother,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
9,Jeongho Park (KOR),M,CWTB,,00:00,45 m,45 m,WHITE,45.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
10,Hyemin Kim (KOR),F,CWTB,,00:00,49 m,49 m,WHITE,49.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
11,Hyunjai Jeong (KOR),M,CWTB,,00:00,44 m,44 m,RED,0.0,Dqother,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
12,Kyunghun Kim (KOR),M,CWTB,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
13,Jiyeon Kim (KOR),F,CWTB,,00:00,15 m,15 m,WHITE,15.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
14,Youngwoo Park (KOR),F,CWTB,,00:00,27 m,27 m,WHITE,27.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
15,Byung-Won Choi (KOR),M,CWTB,,00:00,44 m,31 m,YELLOW,17.0,"No tag,rp<ap",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
16,Dabin Jegal (KOR),F,CWTB,,00:00,36 m,36 m,WHITE,36.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
17,Sangwan Jeong (KOR),M,CWTB,,00:00,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
18,Seulgee Lee (KOR),F,CWTB,,00:00,30 m,30 m,WHITE,30.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
19,Seongeun Kim (KOR),F,FIM,,00:00,43 m,43 m,WHITE,43.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
20,Hyunbong Park (KOR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
21,Mijeong Kim (KOR),F,FIM,,00:00,40 m,33 m,YELLOW,25.0,"No tag,rp<ap",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
22,Gimun Kwak (KOR),M,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
23,Jaehwan Ha (KOR),M,FIM,,00:00,50 m,50 m,RED,0.0,Dqsp,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
24,Eunjoo Ko (KOR),F,FIM,,00:00,42 m,42 m,RED,0.0,Dqsp,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
25,Heechan Kim (KOR),M,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
26,Soobeen Jung (KOR),F,FIM,,00:00,33 m,33 m,WHITE,33.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
27,Heejeong Park (KOR),F,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
28,Jung A Kim (KOR),F,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
29,Taein Kim (KOR),M,FIM,,00:00,45 m,45 m,WHITE,45.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
30,Choongkwon Ko (KOR),M,FIM,,00:00,60 m,48 m,YELLOW,35.0,"No tag,rp<ap",Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
31,Seungsuk Lee (KOR),M,FIM,,00:00,30 m,30 m,WHITE,30.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
32,Eunjung Park (KOR),F,CNF,,00:00,31 m,31 m,WHITE,31.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
33,Sungwon Jo (KOR),M,CNF,,00:00,22 m,22 m,WHITE,22.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
34,Sunkyoung Lee (KOR),F,CNF,,00:00,28 m,28 m,RED,0.0,Dqother,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
35,Youngsoo Kang (KOR),M,CNF,,00:00,40 m,40 m,WHITE,40.0,Ok,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
36,Yunam Cha (KOR),M,CNF,,00:00,51 m,51 m,YELLOW,46.0,Other,Korea Cup  AIDA Depth Competition 2020,Depth Competition,2020-10-25
1,Omar Al Ghailani (OMN),M,FIM,,00:00,85 m,85 m,WHITE,85.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
2,Francisco Quesada (ESP),M,FIM,,00:00,85 m,85 m,WHITE,85.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
3,Myungsoo Kang (KOR),M,FIM,,00:00,71 m,66 m,YELLOW,60.0,"No tag,rp<ap",AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
4,Olga Rodnova (RUS),F,FIM,,00:00,70 m,70 m,RED,0.0,Dqairways,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
5,Nancy Gibson (GBR),F,FIM,,00:00,55 m,55 m,WHITE,55.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
6,Rafael Gondim (BRA),M,FIM,,00:00,44 m,44 m,WHITE,44.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
7,Loic Vuillemin (CHE),M,CWTB,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
8,Jie Dong (CHN),F,CWTB,,00:00,66 m,66 m,WHITE,66.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
9,Vera Giampietro (CHE),F,CWTB,,00:00,50 m,50 m,WHITE,50.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
10,Dave Mcgowan (Macgoo) (IRL),M,CWTB,,00:00,65 m,65 m,WHITE,65.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
11,Stefan Randig (DEU),M,CWTB,,00:00,80 m,72 m,YELLOW,63.0,"No tag,rp<ap",AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
12,Nathan Vinski (CAN),M,CWT,,00:00,88 m,88 m,WHITE,88.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
13,Sergey Zykov (RUS),M,CWT,,00:00,70 m,70 m,WHITE,70.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
14,Khaled Elgammal (EGY),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
15,Pete Botman (NLD),M,CNF,,00:00,64 m,64 m,RED,0.0,Dqbo-uw,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
16,Ahmed Aggag (EGY),M,CNF,,00:00,48 m,48 m,WHITE,48.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
17,Carlos Diezel (BRA),M,CNF,,00:00,56 m,56 m,WHITE,56.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-22
1,Sergey Zykov (RUS),M,CNF,,00:00,40 m,40 m,WHITE,40.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
2,Olga Rodnova (RUS),F,CWT,,00:00,65 m,65 m,WHITE,65.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
3,Dave Mcgowan (Macgoo) (IRL),M,CWTB,,00:00,71 m,71 m NR,WHITE,71.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
4,Khaled Elgammal (EGY),M,CWTB,,00:00,76 m,76 m,WHITE,76.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
5,Rafael Gondim (BRA),M,CWTB,,00:00,46 m,46 m,WHITE,46.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
6,Stefan Randig (DEU),M,CWTB,,00:00,85 m,85 m,WHITE,85.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
7,Nancy Gibson (GBR),F,CWTB,,00:00,55 m,55 m,RED,0.0,Dqother,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
8,Jie Dong (CHN),F,CWTB,,00:00,68 m,47 m,YELLOW,25.0,"No tag,rp<ap",AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
9,Omar Al Ghailani (OMN),M,CWTB,,00:00,90 m,90 m,RED,0.0,Dqbo-surface,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
10,Loic Vuillemin (CHE),M,FIM,,00:00,85 m,79 m,YELLOW,72.0,"No tag,rp<ap",AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
11,Vera Giampietro (CHE),F,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
12,Francisco Quesada (ESP),M,FIM,,00:00,90 m,90 m,YELLOW,89.0,No tag,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
13,Myungsoo Kang (KOR),M,FIM,,00:00,71 m,71 m,RED,0.0,Dqbo-surface,AIDA FreedivingWorld Competition,Depth Competition,2020-09-23
1,Omar Al Ghailani (OMN),M,CWTB,,00:00,85 m,85 m,WHITE,85.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
2,Khaled Elgammal (EGY),M,FIM,,00:00,72 m,72 m,WHITE,72.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
3,Francisco Quesada (ESP),M,FIM,,00:00,93 m,88 m,YELLOW,82.0,No tag,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
4,Carlos Diezel (BRA),M,CNF,,00:00,58 m,58 m,WHITE,58.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
5,Loic Vuillemin (CHE),M,CWT,,00:00,85 m,85 m,WHITE,85.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
6,Lily Crespy (FRA),F,CWT,,00:00,50 m,50 m,WHITE,50.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
7,Nancy Gibson (GBR),F,CWT,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
8,Stefan Randig (DEU),M,CWTB,,00:00,88 m,69 m,YELLOW,49.0,"No tag,rp<ap",AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
9,Sergey Zykov (RUS),M,FIM,,00:00,95 m,95 m,RED,0.0,Dqairways,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
10,Rafael Gondim (BRA),M,CNF,,00:00,35 m,35 m,WHITE,35.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
11,Jie Dong (CHN),F,CWT,,00:00,68 m,68 m,WHITE,68.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
12,Dave Mcgowan (Macgoo) (IRL),M,CWT,,00:00,66 m,66 m,WHITE,66.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
13,Vera Giampietro (CHE),F,CWT,,00:00,63 m,63 m,WHITE,63.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
14,Olga Rodnova (RUS),F,CWTB,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-25
1,Nathan Vinski (CAN),M,CWT,,00:00,90 m,90 m,WHITE,90.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
2,Omar Al Ghailani (OMN),M,CWT,,00:00,81 m,81 m,WHITE,81.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
3,Stefan Randig (DEU),M,CWTB,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
4,Nancy Gibson (GBR),F,CWTB,,00:00,61 m,61 m,WHITE,61.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
5,Sergey Zykov (RUS),M,CWTB,,00:00,77 m,77 m,WHITE,77.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
6,Carlos Diezel (BRA),M,CNF,,00:00,60 m,60 m NR,WHITE,60.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
7,Loic Vuillemin (CHE),M,CNF,,00:00,50 m,50 m,WHITE,50.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
8,Khaled Elgammal (EGY),M,CNF,,00:00,54 m,54 m,WHITE,54.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
9,Vera Giampietro (CHE),F,CNF,,00:00,41 m,41 m,WHITE,41.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
10,Dave Mcgowan (Macgoo) (IRL),M,FIM,,00:00,70 m,70 m,WHITE,70.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
11,Lily Crespy (FRA),F,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
12,Olga Rodnova (RUS),F,FIM,,00:00,65 m,65 m,WHITE,65.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
13,Francisco Quesada (ESP),M,FIM,,00:00,93 m,93 m,WHITE,93.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
14,Rafael Gondim (BRA),M,CWT,,00:00,41 m,41 m,WHITE,41.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
15,Jie Dong (CHN),F,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA FreedivingWorld Competition,Depth Competition,2020-09-26
1,Loic Vuillemin (CHE),M,FIM,1.0,16:00,85 m,85 m,WHITE,85.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
2,Sergey Zykov (RUS),M,CWTB,1.0,16:10,85 m,85 m,RED,0.0,Dqbo-uw,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
3,Igor Korkhov (RUS),M,CWT,1.0,16:20,81 m,81 m,WHITE,81.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
4,Khaled Elgammal (EGY),M,FIM,1.0,16:30,80 m,80 m,WHITE,80.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
5,Jie Dong (CHN),F,CWTB,1.0,16:40,72 m,72 m,WHITE,72.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
6,Stefan Randig (Instructor) (DEU),M,CNF,1.0,16:50,70 m,70 m,WHITE,70.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
7,Raphael Vilamiu (BRA),M,CWT,1.0,17:00,70 m,70 m,WHITE,70.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
8,Sunyoung Kim (KOR),F,CWT,1.0,17:10,68 m,68 m,WHITE,68.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
9,David Mellor (GBR),M,CWT,1.0,17:20,65 m,65 m,WHITE,65.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
10,Vera Giampietro (CHE),F,FIM,1.0,17:30,65 m,65 m,RED,0.0,Dqairways,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
11,Renee Blundon (USA),F,FIM,1.0,17:40,64 m,64 m,WHITE,64.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
12,Ahmed Aggag (EGY),M,CNF,1.0,17:50,55 m,55 m,WHITE,55.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
13,Ismail Nasheed (MDV),M,CWTB,1.0,18:00,55 m,55 m,WHITE,55.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
14,Ahmed Sayed (EGY),M,FIM,1.0,18:10,55 m,55 m,WHITE,55.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
15,Fatima Korok (HUN),F,CNF,1.0,18:20,54 m,54 m,WHITE,54.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
16,Dave Mcgowan (Macgoo) (IRL),M,CNF,1.0,18:30,53 m,53 m,RED,0.0,Dqbo-uw,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
17,Kirill Blinovskii (RUS),M,CNF,1.0,18:40,52 m,52 m,RED,0.0,Dqsp,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
18,Evgeniia Kuzina (RUS),F,CWT,1.0,18:50,48 m,48 m,WHITE,48.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
19,Jinseul Yuk (KOR),F,CWTB,1.0,19:00,46 m,46 m,WHITE,46.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
20,Hyemi (Mimi) Kim (KOR),F,FIM,1.0,19:10,45 m,45 m,WHITE,45.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
21,Miklós Zsuga (HUN),M,CWTB,1.0,19:20,45 m,45 m,WHITE,45.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
22,Alexander Castillo (PER),M,CNF,1.0,19:30,40 m,40 m,WHITE,40.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
23,Omar Nasr (EGY),M,CWTB,1.0,19:40,40 m,40 m,WHITE,40.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
24,Ahmad Soliman (EGY),M,FIM,1.0,19:50,35 m,35 m,WHITE,35.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
25,Ruth Osborn (GBR),F,CNF,1.0,20:00,30 m,30 m,WHITE,30.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
26,Yolande Pauwels (BEL),F,FIM,1.0,20:10,30 m,30 m,RED,0.0,Dqsp,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
27,Fatima Siddiq (EGY),F,CNF,1.0,20:10,25 m,25 m NR,WHITE,25.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18
1,Pete Botman (NLD),M,CWT,,00:00,92 m,92 m NR,WHITE,92.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
2,Ramón Carreño (ESP),M,FIM,,00:00,77 m,77 m,WHITE,77.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
3,Stefan Randig (Instructor) (DEU),M,CNF,,00:00,75 m,70 m,YELLOW,64.0,"No tag,rp<ap",AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
4,Sunyoung Kim (KOR),F,CWT,,00:00,75 m,75 m,WHITE,75.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
5,Jie Dong (CHN),F,CWTB,,00:00,74 m,74 m,WHITE,74.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
6,Fatima Korok (HUN),F,CWTB,,00:00,73 m,73 m,WHITE,73.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
7,Kirill Blinovskii (RUS),M,CWT,,00:00,73 m,73 m,WHITE,73.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
8,Raphael Vilamiu (BRA),M,CWT,,00:00,72 m,72 m,WHITE,72.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-20
