Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Month,Season,Experience dive,Experience discipline,Remarks_norm
7,Lap Hing ( Chris ) Cheung (HKG),M,CWT,,00:00,70,70 m,YELLOW,69.0,No Tag,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,2,NO TAG
8,Sura Dai (CHN),F,CWT,,00:00,70,66 m,WHITE,61.0,"Early Turn, No Tag",Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,3,EARLY TURN
9,Shuichi Goto (JPN),M,CWT,,00:00,70,62 m,YELLOW,53.0,"Early Turn, No Tag",Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,6,3,EARLY TURN
10,Thibault Guignes (FRA),M,CWT,,00:00,80,63 m,YELLOW,45.0,"Early Turn, No Tag",Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,14,1,EARLY TURN
11,Samuel Ang (SGP),M,FIM,,00:00,56,43 m,YELLOW,29.0,"Early Turn, No Tag",Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,2,2,EARLY TURN
12,Oliver Ng (HKG),M,FIM,,00:00,62,57 m,YELLOW,51.0,"Early Turn, No Tag",Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,3,EARLY TURN
13,Jung A Kim (KOR),F,CNF,,00:00,40,40 m,RED,0.0,DQSP,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,DQSP
14,Mitsue Kanemoto (JPN),F,CNF,,00:00,30,30 m,WHITE,30.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,
15,Prudence Y.M. Lau (HKG),F,CNF,,00:00,16,16 m,WHITE,16.0,NR,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,NR
16,Steven Chandra (IDN),M,CNF,,00:00,25,25 m,WHITE,25.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,
17,Suzanne Lim (FRA),F,CNF,,00:00,27,27 m,WHITE,27.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,
18,Jie Dong (CHN),F,CNF,,00:00,30,30 m,WHITE,30.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,
19,Chan Wai Leung Maleung (HKG),M,CNF,,00:00,30,30 m,WHITE,30.0,NR,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,NR
20,Jingzhe Li (CHN),F,CNF,,00:00,30,30 m,WHITE,30.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,
21,Syafidatul Azua Shafii (MYS),F,CNF,,00:00,33,33 m,WHITE,33.0,NR,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,5,1,NR
22,Shinya Oi (JPN),M,CNF,,00:00,33,33 m,WHITE,33.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,
23,Audrey Jiwajennie (IDN),F,CNF,,00:00,39,39 m,WHITE,39.0,NR,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,3,1,NR
24,Alenka Artnik (SVN),F,CNF,,00:00,40,40 m,WHITE,40.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,9,3,
25,Bongjoo Kwak (KOR),M,CNF,,00:00,45,45 m,WHITE,45.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,5,3,
26,Mohd Azam Abdul Hamid (MYS),M,CNF,,00:00,45,45 m,WHITE,45.0,NR,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,4,1,NR
27,Jean-Pol Francois (BEL),M,CNF,,00:00,45,45 m,WHITE,45.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,5,2,
28,Mikhael Dominico (IDN),M,CNF,,00:00,46,46 m,WHITE,46.0,NR,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,6,2,NR
29,Max Lindqvist (SWE),M,CNF,,00:00,50,50 m,WHITE,50.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,4,1,
30,Jin (Sendoh) Wang (CHN),M,CNF,,00:00,50,50 m,WHITE,50.0,-,Asian Freediving Cup 2017,Depth Competition,2017-06-05,other,6,Spring,10,2,
1,Brendan Cornelissen (NLD),M,CWT,,00:00,30,30 m,WHITE,30.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-15,other,9,Summer,1,1,
2,Israel Gil (VEN),M,CWT,,00:00,41,41 m,WHITE,41.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-15,other,9,Summer,1,1,
3,Tomoka Fukuda (JPN),F,CWT,,00:00,80,75 m,YELLOW,69.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-15,other,9,Summer,13,11,
4,Kateryna Sadurska (UKR),F,FIM,,00:00,30,30 m,WHITE,30.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-15,other,9,Summer,1,1,
5,Martyn Bromley (GBR),M,FIM,,00:00,32,32 m,WHITE,32.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-15,other,9,Summer,1,1,
6,Leon Jansen (NLD),M,FIM,,00:00,33,33 m,WHITE,33.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-15,other,9,Summer,1,1,
1,Israel Gil (VEN),M,FIM,,00:00,42,42 m,WHITE,42.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-16,other,9,Summer,2,1,
2,Leon Jansen (NLD),M,FIM,,00:00,36,36 m,WHITE,36.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-16,other,9,Summer,2,2,
3,Kateryna Sadurska (UKR),F,FIM,,00:00,35,35 m,WHITE,35.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-16,other,9,Summer,2,2,
4,Martyn Bromley (GBR),M,FIM,,00:00,35,35 m,WHITE,35.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-16,other,9,Summer,2,2,
1,Martyn Bromley (GBR),M,CNF,,00:00,20,20 m,WHITE,20.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-17,other,9,Summer,3,1,
2,Israel Gil (VEN),M,CNF,,00:00,26,26 m,WHITE,26.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-17,other,9,Summer,3,1,
3,Leon Jansen (NLD),M,CNF,,00:00,30,30 m,WHITE,30.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-17,other,9,Summer,3,1,
4,Kateryna Sadurska (UKR),F,CWT,,00:00,40,29 m,YELLOW,17.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-17,other,9,Summer,3,1,
1,Kateryna Sadurska (UKR),F,CNF,,00:00,27,27 m,WHITE,27.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-19,other,9,Summer,4,1,
2,Martyn Bromley (GBR),M,CNF,,00:00,25,25 m,WHITE,25.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-19,other,9,Summer,4,2,
3,Tomoka Fukuda (JPN),F,CWT,,00:00,95,74 m,YELLOW,52.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-19,other,9,Summer,14,12,
1,Tomoka Fukuda (JPN),F,CWT,,00:00,96,86 m,YELLOW,75.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-20,other,9,Summer,15,13,
2,Kateryna Sadurska (UKR),F,CWT,,00:00,41,41 m,WHITE,41.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-20,other,9,Summer,5,2,
3,Martyn Bromley (GBR),M,CWT,,00:00,40,30 m,YELLOW,19.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-20,other,9,Summer,5,1,
4,Carolina Schrappe (BRA),F,FIM,,00:00,45,45 m,WHITE,45.0,-,BONAIRE DEEPSEA CHALLENGE 2017,Mixed Competition,2017-09-20,other,9,Summer,3,2,
1,David Mullins (NZL),M,CNF,,00:00,50,46 m,WHITE,45.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,7,2,
2,Wayne Tu (USA),M,CNF,,00:00,42,42 m,WHITE,42.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,7,3,
3,Chris Marshall (NZL),M,FIM,,00:00,51,51 m,WHITE,51.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,4,2,
4,Mark Jory (NZL),M,CWT,,00:00,55,46 m,WHITE,45.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,4,2,
5,Gavin Phillips (AUS),M,CWT,,00:00,35,35 m,WHITE,35.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,4,2,
6,Gemma O'Brien (NZL),F,FIM,,00:00,45,45 m,WHITE,45.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,7,3,
7,Tania Rounthwaite (NZL),F,CWT,,00:00,53,38 m,WHITE,37.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,5,3,
8,David Mullins (NZL),M,CWT,,00:00,95,84 m,WHITE,83.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,8,5,
9,Wayne Tu (USA),M,CWT,,00:00,45,45 m,WHITE,45.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,8,3,
10,Chris Marshall (NZL),M,CWT,,00:00,54,48 m,WHITE,47.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,5,2,
11,Mark Jory (NZL),M,FIM,,00:00,55,55 m,WHITE,55.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,5,2,
12,Gavin Phillips (AUS),M,FIM,,00:00,35,35 m,WHITE,35.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,5,2,
13,Gemma O'Brien (NZL),F,CWT,,00:00,45,45 m,WHITE,45.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,8,3,
14,David Mullins (NZL),M,FIM,,00:00,85,85 m,RED,84.0,Tag,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,9,2,
15,Wayne Tu (USA),M,FIM,,00:00,48,48 m,WHITE,48.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,9,3,
16,Chris Marshall (NZL),M,CNF,,00:00,41,41 m,WHITE,41.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,6,2,
17,Mark Jory (NZL),M,CNF,,00:00,42,42 m,RED,37.0,Grab,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,6,2,GRAB
18,Gavin Phillips (AUS),M,CNF,,00:00,30,30 m,WHITE,30.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,6,2,
19,Gemma O'Brien (NZL),F,CNF,,00:00,42,42 m,WHITE,42.0,-,Fluid Freediving New Zealand Depth Nations 2016,Competition,2016-03-18,other,3,Winter,9,3,
1,Yanis Volakakis (GRC),M,CWT,,00:00,67,67 m,RED,0.0,DQ BO,Summer Apnea Games 2015,Competition,2015-09-26,other,9,Fall,4,4,DQBO
2,Tony Helm (GRC),M,CWT,,00:00,70,70 m,WHITE,70.0,-,Summer Apnea Games 2015,Competition,2015-09-26,other,9,Fall,5,4,
3,Ken Kiriyama (JPN),M,CWT,,00:00,83,68 m,YELLOW,52.0,-,Summer Apnea Games 2015,Competition,2015-09-26,other,9,Fall,22,5,
4,Stavros Kastrinakis (GRC),M,CWT,,00:00,86,86 m,WHITE,86.0,-,Summer Apnea Games 2015,Competition,2015-09-26,other,9,Fall,1,1,
5,Christos Papadopoulos (GRC),M,CWT,,00:00,78,73 m,YELLOW,67.0,AP>RP no tag,Summer Apnea Games 2015,Competition,2015-09-26,other,9,Fall,5,5,NO TAG
6,Giorgos Skandalis (GRC),M,CWT,,00:00,63,63 m,RED,0.0,DQ SP,Summer Apnea Games 2015,Competition,2015-09-26,other,9,Fall,1,1,
1,Aris Moukas (GRC),M,CWT,,00:00,65,65 m,WHITE,65.0,-,Summer Apnea Games 2015,Competition,2015-09-27,other,9,Fall,1,1,
2,Jenna Apokotos (GRC),F,CWT,,00:00,66,66 m,WHITE,66.0,NR,Summer Apnea Games 2015,Competition,2015-09-27,other,9,Fall,1,1,NR
3,Yiorgos Mitropoulos (GRC),M,CWT,,00:00,73,68 m,YELLOW,62.0,AP>RP no tag,Summer Apnea Games 2015,Competition,2015-09-27,other,9,Fall,3,3,NO TAG
4,Christos Papadopoulos (GRC),M,CWT,,00:00,73,73 m,WHITE,73.0,-,Summer Apnea Games 2015,Competition,2015-09-27,other,9,Fall,6,6,
5,Tony Helm (GRC),M,FIM,,00:00,65,65 m,WHITE,65.0,-,Summer Apnea Games 2015,Competition,2015-09-27,other,9,Fall,6,1,
1,Anette Rafen Ottzen (DNK),F,CWT,,00:00,20,20 m,WHITE,20.0,-,Vertical Green 2016,Competition,2016-05-16,other,5,Spring,1,1,
2,Mikkel Branth (DNK),M,CWT,,00:00,30,30 m,WHITE,30.0,-,Vertical Green 2016,Competition,2016-05-16,other,5,Spring,1,1,
3,Camilla Salling Olsen (DNK),F,CWT,,00:00,30,25 m,RED,19.0,"Early, No tag",Vertical Green 2016,Competition,2016-05-16,other,5,Spring,3,2,EARLY TURN
4,Tue Kappel (DNK),M,CWT,,00:00,30,30 m,WHITE,30.0,-,Vertical Green 2016,Competition,2016-05-16,other,5,Spring,1,1,
5,Nicolai Birkedal (DNK),M,FIM,,00:00,30,30 m,WHITE,30.0,-,Vertical Green 2016,Competition,2016-05-16,other,5,Spring,1,1,
6,Dena Parsa (DNK),F,FIM,,00:00,30,30 m,WHITE,30.0,-,Vertical Green 2016,Competition,2016-05-16,other,5,Spring,1,1,
1,Andrey Matveenko (RUS),M,CWT,,00:00,91,91 m,WHITE,91.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,3,2,
2,Evgeny Sychev (RUS),M,CWT,,00:00,91,91 m,RED,90.0,No tag,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,2,1,NO TAG
3,Alenka Artnik (SVN),F,CWT,,00:00,75,75 m,WHITE,75.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,10,6,
4,Dmitriy Chaykovskiy (RUS),M,CWT,,00:00,63,63 m,WHITE,63.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,2,1,
5,Irina Kapusta (RUS),F,CWT,,00:00,70,64 m,RED,63.0,Early turn,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,2,2,EARLY TURN
6,Vadim Kuzmin (RUS),M,FIM,,00:00,46,46 m,WHITE,46.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,1,1,
7,Margarita Pinashkina (RUS),F,CWT,,00:00,42,42 m,WHITE,42.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,1,1,
8,Alexander K. Pavlov (RUS),M,FIM,,00:00,51,51 m,WHITE,51.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,1,1,
9,Andrey Matveenko (RUS),M,CNF,,00:00,60,60 m,WHITE,60.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,4,1,
10,Evgeny Sychev (RUS),M,FIM,,00:00,66,66 m,WHITE,66.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,3,2,
11,Alenka Artnik (SVN),F,CWT,,00:00,83,83 m,WHITE,83.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,11,7,
12,Dmitriy Chaykovskiy (RUS),M,FIM,,00:00,50,50 m,WHITE,50.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,3,2,
13,Vadim Kuzmin (RUS),M,FIM,,00:00,54,54 m,WHITE,54.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,2,2,
14,Margarita Pinashkina (RUS),F,CWT,,00:00,45,45 m,WHITE,45.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,2,2,
15,Igor Demchishin (RUS),M,CNF,,00:00,40,40 m,WHITE,40.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,1,1,
16,Anastasia Zhikhareva (RUS),F,CNF,,00:00,33,33 m,WHITE,33.0,-,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,1,1,
17,Tatiana Zemskikh (RUS),F,CWT,,00:00,56,42 m,RED,41.0,Early turn,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,3,2,EARLY TURN
18,Irina Kapusta (RUS),F,CWT,,00:00,70,64 m,RED,57.0,Early turn,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,3,3,EARLY TURN
19,Tatiana Zemskikh (RUS),F,CWT,,00:00,56,42 m,RED,27.0,Early turn,Russian Open National Championship,Competition,2016-05-18,other,5,Spring,4,3,EARLY TURN
1,Sebastian Näslund (SWE),M,FIM,,00:00,88,88 m NR,WHITE,88.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
2,Sebastian Näslund (SWE),M,CNF,,00:00,62,62 m,WHITE,62.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
3,Johan Thelaus (SWE),M,FIM,,00:00,80,80 m,WHITE,80.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
4,Johan Thelaus (SWE),M,CWT,,00:00,84,84 m,WHITE,84.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
5,Johan Thelaus (SWE),M,CNF,,00:00,60,60 m,WHITE,60.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
6,Ashod Papazian (EGY),M,FIM,,00:00,65,16 m,YELLOW,-34.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
7,Ashod Papazian (EGY),M,CWT,,00:00,75,75 m,WHITE,75.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
8,Ashod Papazian (EGY),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
9,Alena Zabloudilová (CZE),F,FIM,,00:00,82,82 m,WHITE,82.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
10,Alena Zabloudilová (CZE),F,CWT,,00:00,80,80 m,WHITE,80.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
11,Alena Zabloudilová (CZE),F,CNF,,00:00,57,57 m,WHITE,57.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
13,Anders Nerpin (SWE),M,FIM,,00:00,47,47 m,WHITE,47.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
14,Anders Nerpin (SWE),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
15,Anders Nerpin (SWE),M,CNF,,00:00,40,40 m,WHITE,40.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
16,Iru Balic (VEN),F,FIM,,00:00,50,50 m,WHITE,50.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,4,1,
17,Iru Balic (VEN),F,CWT,,00:00,69,69 m,WHITE,69.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,5,4,
18,Iru Balic (VEN),F,CNF,,00:00,32,32 m,WHITE,32.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,6,1,
20,Annelie Pompe (SWE),F,FIM,,00:00,72,54 m,YELLOW,35.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
21,Linda Paganelli (ITA),F,FIM,,00:00,65,65 m,WHITE,65.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,7,5,
22,Linda Paganelli (ITA),F,CWT,,00:00,78,78 m,WHITE,78.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,8,1,
23,Linda Paganelli (ITA),F,CWT,,00:00,75,75 m,WHITE,75.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,9,2,
25,Per Westin (SWE),M,CWT,,00:00,81,81 m,WHITE,81.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
26,Per Westin (SWE),M,CNF,,00:00,52,32 m,YELLOW,11.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
27,Clemens Neumann (DEU),M,FIM,,00:00,72,72 m,WHITE,72.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
28,Clemens Neumann (DEU),M,CWT,,00:00,77,77 m,WHITE,77.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,4,2,
29,Clemens Neumann (DEU),M,CNF,,00:00,57,57 m,WHITE,57.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,5,2,
30,Wendy Timmermans (NLD),F,FIM,,00:00,68,68 m,WHITE,68.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
31,Wendy Timmermans (NLD),F,CWT,,00:00,72,72 m,WHITE,72.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
32,Wendy Timmermans (NLD),F,CNF,,00:00,48,48 m,WHITE,48.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
33,Natalia Zharkova (UKR),F,FIM,,00:00,52,52 m,WHITE,52.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,14,3,
34,Natalia Zharkova (UKR),F,CWT,,00:00,62,62 m,WHITE,62.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,15,9,
35,Natalia Zharkova (UKR),F,CNF,,00:00,50,50 m,WHITE,50.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,16,4,
36,Cristof Gatzen (DEU),M,FIM,,00:00,63,41 m,YELLOW,18.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
37,Cristof Gatzen (DEU),M,CWT,,00:00,58,58 m,WHITE,58.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
38,Viktor Reshetniak (UKR),M,FIM,,00:00,52,52 m,WHITE,52.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
39,Ralf Wissel (DEU),M,FIM,,00:00,55,55 m,WHITE,55.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
40,Ralf Wissel (DEU),M,CWT,,00:00,61,61 m,WHITE,61.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
41,Ralf Wissel (DEU),M,CNF,,00:00,47,47 m,WHITE,47.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
42,Max Lindqvist (SWE),M,FIM,,00:00,75,75 m,WHITE,75.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,5,2,
43,Max Lindqvist (SWE),M,CWT,,00:00,85,85 m,WHITE,85.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,6,3,
44,Max Lindqvist (SWE),M,CNF,,00:00,55,55 m,WHITE,55.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,7,2,
45,Anna Paraiyar (GBR),F,FIM,,00:00,68,68 m,WHITE,68.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
46,Anna Paraiyar (GBR),F,CWT,,00:00,74,74 m,WHITE,74.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
47,Anna Paraiyar (GBR),F,CNF,,00:00,44,44 m,WHITE,44.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
48,Andrej Ropret (SVN),M,FIM,,00:00,66,63 m,YELLOW,59.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
49,Andrej Ropret (SVN),M,CWT,,00:00,64,64 m,WHITE,64.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
50,Andrej Ropret (SVN),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
51,Torsten Erhardt (DEU),M,FIM,,00:00,68,68 m,WHITE,68.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
52,Torsten Erhardt (DEU),M,CWT,,00:00,73,73 m,WHITE,73.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
53,Jonathan Sunnex (NZL),M,FIM,,00:00,90,90 m,WHITE,90.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,12,4,
54,Jonathan Sunnex (NZL),M,CWT,,00:00,90,90 m,WHITE,90.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,13,7,
55,Jonathan Sunnex (NZL),M,CNF,,00:00,55,55 m,YELLOW,50.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,14,3,
56,Berger Pascal (CHE),M,FIM,,00:00,65,65 m,WHITE,65.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,2,
57,Berger Pascal (CHE),M,CWT,,00:00,70,70 m,WHITE,70.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
58,Berger Pascal (CHE),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,4,1,
59,Alison Crawford (GBR),F,FIM,,00:00,40,40 m,WHITE,40.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
60,Alison Crawford (GBR),F,CWT,,00:00,45,45 m,WHITE,45.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
61,Aristomenes Vounakis (GBR),M,FIM,,00:00,43,43 m,WHITE,43.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
